Run,GasUsed
1,70270
2,70270
3,70270
4,70270
5,70270
6,70270
7,70270
8,70270
9,70270
10,70270
11,70270
12,70270
13,70270
14,70270
15,70270
16,70270
17,70270
18,70270
19,70270
20,70270
21,70270
22,70270
23,70270
24,70270
25,70270
26,70270
27,70270
28,70270
29,70270
30,70270
